"02","756","010","01","Acassuso"
"09","049","050","06","El Pastal"
"02","763","050","01","Campos Salles"
"03","063","040","01","El Hueco"
"11","035","040","02","Los M&eacute;danos"
"04","021","310","01","Gui&ntilde;az&uacute; Norte"
"02","371","010","26","Villa San Andr&eacute;s"
"02","371","010","18","Villa Juan Mart&iacute;n de Pueyrred&oacute;n"
"02","371","010","03","Ciudad del Libertad General San Mart&iacute;n"
"02","270","010","01","Aeropuerto Internacional Ezeiza"
"02","357","110","01","Camet"
"09","007","010","08","8a. Secci&oacute;n"
"04","021","250","01","El Pueblito"
"02","441","030","16","Lisandro Olmos"
"13","021","290","01","Estaci&oacute;n Presidente Roca"
"10","028","020","02","Country Club La Almudena"
"02","840","010","07","Loma Hermosa"
"02","371","010","12","Villa General Jos&eacute; Tom&aacute;s Guido"
"03","105","120","01","Fiambal&aacute;"
"02","420","020","05","San Bernardo"
"08","042","010","03","La Puntilla"
"02","098","010","01","Barrio Banco Provincia"
"11","056","060","02","La Falda"
"04","147","190","02","Los Cedros"
"11","042","010","02","El Mogote"
"17","021","030","18","Comodoro Rivadavia"
"02","760","010","04","San Miguel"
"02","763","050","02","San Nicol&aacute;s de los Arroyos "
"02","056","010","02","Gr&uuml;nbein"
"02","490","010","01","Bandfield"
"03","091","140","05","San Jos&eacute; Villa"
"02","760","010","01","Bella Vista"
"15","014","100","02","Villa Recaste"
"02","518","050","01","La Baliza"
"11","077","010","02","Rawson"
"03","091","030","03","Medanitos"
"02","274","010","06","Villa Brown"
"12","056","100","03","El Chorrillo"
"02","274","010","02","Estanislao Severo Zeballos"
"09","049","050","03","El Algarrobal"
"02","515","010","05","Los Polvorines"
"10","056","220","04","Misi&oacute;n Lapacho I"
"02","408","010","02","Villa Santos Tesei"
"15","014","010","01","Alderetes"
"09","028","020","11","Rodeo de la Cruz"
"04","133","190","01","Alto Resbaloso - El Barrial"
"08","119","010","05","Cuip&aacute;n"
"13","021","290","02","Presidente Roca"
"15","014","080","02","La Florida"
"02","245","010","05","Villa Catela"
"02","270","010","06","Trist&aacute;n Su&aacute;rez"
"09","105","210","02","Las Paredes"
"02","028","010","07","Longchamps"
"04","007","210","01","Santa M&oacute;nica"
"04","021","250","02","Salsipuedes"
"02","434","010","03","Lan&uacute;s Oeste"
"09","049","050","01","Capdevila"
"09","049","050","10","La Cieneguita"
"02","371","010","09","Villa Coronel Jos&eacute; M. Zapiola"
"03","091","140","04","San Jos&eacute; Norte"
"02","805","010","06","General Pacheco"
"02","560","010","01","Cuartel V"
"02","270","010","05","La Uni&oacute;n"
"03","091","140","01","Casa de Piedra"
"02","217","010","02","Chascom&uacute;s Country Club"
"02","252","010","02","El Cazador"
"15","014","100","03","Villa Tercera"
"02","035","010","08","Villa Dom&iacute;nico"
"02","490","010","07","Villa Fiorito"
"02","648","010","01","Barrio Am&eacute;rica Unida"
"11","126","030","02","Villa Borjas"
"03","105","120","03","Pampa Blanca"
"10","056","140","02","Barrio El Jard&iacute;n de San Mart&iacute;n"
"02","441","030","02","Angel Etcheverry"
"09","105","060","02","Barrio Las Rosas"
"02","441","030","17","Los Hornos"
"09","063","090","01","Carrodilla"
"02","357","110","02","Estaci&oacute;n Camet"
"09","028","020","02","Buena Nueva"
"09","063","080","01","Las Vegas"
"09","063","080","04","Villa El Refugio"
"12","056","100","05","San Roque"
"02","245","010","01","Dique N&ordm; 1"
"04","014","020","01","Jard&iacute;n Arenales"
"02","518","060","05","Santa Clara del Mar"
"02","875","060","02","M&eacute;danos"
"02","638","040","01","Del Viso"
"07","014","070","02","Monterrico"
"11","007","020","01","Campo Afuera"
"11","021","010","01","Barreal"
"02","441","030","05","Barrio El Carmen (oeste)"
"02","371","010","10","Villa General Antonio J. de Sucre"
"02","028","010","09","Ministro Rivadavia"
"02","595","110","01","Sierras Bayas "
"17","021","030","11","Barrio Pr&oacute;spero Palazzo"
"15","063","020","01","Barrio Araujo"
"17","021","030","15","Barrio Sarmiento"
"15","014","010","03","Los Guti&eacute;rrez"
"02","763","040","05","Villa Hermosa"
"02","638","040","05","Manzanares"
"02","274","010","07","Villa San Luis"
"02","749","010","01","San Fernando"
"22","042","330","05","Barrio Tres Luces"
"02","274","010","08","Villa Santa Rosa"
"02","539","010","01","Libertad"
"09","028","020","03","Capilla del Rosario"
"02","371","010","13","Villa General Juan G. Las Heras"
"02","408","010","01","Hurlingham"
"02","861","010","02","Florida"
"11","098","020","02","Colonia Guti&eacute;rrez"
"02","638","040","06","Manzone"
"02","760","010","02","Campo de Mayo"
"02","778","020","02","San Vicente"
"09","063","090","04","La Puntilla"
"11","007","020","04","Villa General San Mart&iacute;n"
"17","021","030","06","Barrio Gasoducto"
"03","063","040","05","San Antonio"
"09","028","020","05","El Sauce"
"17","021","030","13","Barrio Rodr&iacute;guez Pe&ntilde;a"
"02","805","010","04","Don Torcuato Oeste"
"13","063","190","01","Sauce Viejo"
"02","098","010","11","Villa Progreso"
"02","560","010","02","Francisco &Aacute;lvarez"
"02","035","010","06","Pi&ntilde;eyro"
"02","058","010","01","Bernal"
"07","112","080","01","San Jos&eacute;"
"06","015","060","05","Villa Zorraqu&iacute;n"
"02","568","010","05","Villa Sarmiento"
"03","091","110","02","Las Mojarras"
"09","007","010","05","5a. Secci&oacute;n"
"02","028","010","01","Adrogu&eacute;"
"02","518","060","06","Santa Elena"
"02","028","010","03","Claypole"
"08","098","010","01","Alto Jag&uuml;&eacute;"
"02","252","010","01","Bel&eacute;n de Escobar"
"02","412","010","02","Jos&eacute; C. Paz"
"02","441","030","19","Ringuelet"
"15","014","100","01","Ex Ingenio Los Ralos"
"02","441","030","14","La Cumbre"
"02","371","010","14","Villa Godoy Cruz"
"02","539","010","03","Merlo"
"02","861","010","06","Olivos"
"07","014","010","02","Fleming"
"10","056","140","03","Misi&oacute;n El Cruce"
"02","427","010","09","Ramos Mej&iacute;a"
"02","427","010","02","Ciudad Evita"
"11","070","040","02","Villa Aberastain"
"02","840","010","03","Ciudad Jard&iacute;n Lomas del Palomar"
"03","112","040","05","Santa Rosa"
"08","119","010","07","Los Robles"
"02","861","010","05","Munro"
"11","042","010","03","Villa Paula Albarrac&iacute;n"
"07","021","070","03","Yala"
"02","441","030","22","Transradio"
"02","056","010","03","Ingeniero White"
"02","270","010","02","Canning"
"09","007","010","09","9a. Secci&oacute;n"
"04","021","150","01","Dumesnil"
"02","648","010","02","Guernica"
"09","028","020","08","Las Ca&ntilde;as"
"09","007","010","03","3a. Secci&oacute;n"
"06","021","080","02","Strobel"
"06","021","150","02","Villa Libertador San Mart&iacute;n"
"09","021","010","04","Presidente Sarmiento"
"02","638","040","10","Roberto de Vicenzo"
"03","112","040","06","Sumalao"
"02","434","010","06","Valent&iacute;n Alsina"
"02","441","030","13","Jos&eacute; Melchor Romero"
"06","015","060","03","Las Tejas"
"09","063","060","04","Los Manantiales"
"09","105","060","03","Barrio Primavera"
"11","133","010","02","Villa Tac&uacute;"
"02","427","010","04","Gregorio de Laferrere"
"02","778","020","01","Alejandro Korn"
"09","063","090","03","Ciudad"
"17","021","030","17","Barrio Villa S.U.P.E."
"02","260","010","02","El Jag&uuml;el"
"03","091","030","01","Cha&ntilde;ar Punco"
"04","021","310","02","Parque Norte"
"02","441","030","24","Villa Elvira"
"07","021","070","02","San Pablo de Reyes"
"10","056","220","01","Misi&oacute;n Curva El Talar"
"02","028","010","08","Malvinas Argentinas"
"17","077","020","02","Puerto Rawson"
"02","098","010","12","Villa San Carlos"
"11","133","010","01","Villa Basilio Nievas"
"22","042","330","02","Barrio Goretti"
"02","595","110","02","Villa Arrieta"
"15","077","010","02","Ingenio Santa B&aacute;rbara"
"02","833","020","01","Claromec&oacute;"
"02","441","030","27","Villa Parque Sicardi"
"02","840","010","01","Caseros"
"03","021","060","01","Aconquija"
"09","049","050","02","Ciudad"
"02","371","010","15","Villa Granaderos de San Mart&iacute;n"
"02","441","030","12","Jos&eacute; Hern&aacute;ndez"
"02","581","040","02","Quequ&eacute;n"
"02","868","010","01","Mar Azul"
"02","441","030","21","Tolosa"
"04","133","060","02","Las Chacras"
"09","028","020","10","Pedro Molina"
"02","805","010","07","Los Troncos del Talar"
"02","315","010","02","General Juan Madariaga"
"02","840","010","06","Jos&eacute; Ingenieros"
"02","756","010","04","Mart&iacute;nez"
"02","427","010","10","San Justo"
"02","441","030","11","Joaqu&iacute;n Gorina"
"08","007","010","02","Machigasta"
"15","014","060","02","Ex Ingenio Esperanza"
"11","014","020","02","Villa Sefair Talacasto"
"02","091","010","09","Ranelagh"
"02","638","040","14","Villa Rosa"
"02","056","010","04","Villa Bordeau"
"02","805","010","10","Tigre"
"02","840","010","09","11 de Septiembre"
"02","568","010","01","Castelar"
"03","021","060","04","La Mesada"
"03","091","110","01","El Cerrito"
"02","434","010","05","Remedios Escalada de San Mart&iacute;n"
"02","035","010","01","&Aacute;rea Cintur&oacute;n Ecol&oacute;gico"
"02","805","010","01","Benav&iacute;dez"
"09","028","020","13","San Jos&eacute;"
"02","035","010","05","Gerli"
"02","091","010","04","El Pato"
"02","861","010","04","La Lucila"
"07","042","040","02","R&iacute;o Blanco"
"04","021","150","02","La Calera"
"09","007","010","01","1a. Secci&oacute;n"
"11","014","020","01","Villa El Salvador"
"02","270","010","03","Carlos Spegazzini"
"02","371","010","21","Villa Maip&uacute;"
"11","077","010","01","El Medanito"
"02","441","030","01","Abasto"
"02","028","010","02","Burzaco"
"02","058","010","03","Don Bosco"
"13","063","190","02","Villa Adelina"
"02","091","010","08","Pl&aacute;tanos"
"02","410","010","01","Ituzaing&oacute; Centro"
"02","427","010","11","Tapiales"
"02","518","060","04","Playa Dorada"
"02","490","010","04","Temperley"
"02","371","010","25","Villa Parque San Lorenzo"
"09","007","010","06","6a. Secci&oacute;n"
"02","763","040","02","Villa Campi"
"02","245","010","02","Ensenada"
"08","119","010","12","Tuyubil"
"09","028","020","14","Villa Nueva"
"02","371","010","22","Villa Mar&iacute;a Irene de los Remedios de Escalada"
"02","749","010","03","Virreyes"
"02","058","010","02","Bernal Oeste"
"09","070","060","04","Maip&uacute;"
"17","021","030","09","Barrio Manantial Rosales"
"02","805","010","09","Rinc&oacute;n de Milberg"
"08","042","010","04","Los Sarmientos"
"09","056","110","01","Barrio la Esperanza"
"08","042","010","05","San Miguel"
"03","112","040","01","El Ba&ntilde;ado"
"04","133","190","02","El Pueblito"
"02","098","010","03","Barrio Universitario"
"02","410","010","03","Villa Gobernador Udaondo"
"09","028","020","06","General Belgrano"
"11","098","020","03","Santa Luc&iacute;a"
"09","028","020","04","Dorrego"
"22","042","330","04","Barrio Puente de Madera"
"02","805","010","05","El Talar"
"03","063","040","03","La Falda de San Antonio"
"09","105","210","03","Ciudad de San Rafael"
"02","840","010","02","Churruca"
"03","091","070","01","Famatanca"
"11","035","040","01","Las Talas"
"02","274","010","05","Ingeniero Juan Allan"
"02","515","010","06","Malvinas Argentinas"
"02","098","010","04","Berisso"
"03","105","050","02","La Puntilla"
"02","868","010","02","Mar de las Pampas"
"10","056","230","02","Tobantirenda"
"07","094","010","02","Yacoraite"
"02","035","010","09","Wilde"
"02","420","040","02","Santa Teresita"
"03","112","040","02","Polcos"
"06","084","050","02","Pueblo Moreno"
"09","084","070","02","La Florida"
"02","518","050","02","La Caleta"
"02","840","010","08","Mart&iacute;n Coronado"
"04","147","320","02","Villa La Donosa"
"02","056","010","05","Villa Espora"
"02","805","010","03","Don Torcuato Este"
"03","063","040","04","La Tercena"
"04","133","060","01","La Paz"
"04","147","360","02","Villa San Isidro "
"02","840","010","11","Remedios de Escalada"
"09","063","060","01","El Carmelo"
"03","091","140","03","Palo Seco"
"02","028","010","10","Rafael Calzada"
"09","007","010","11","11a. Secci&oacute;n"
"17","021","030","12","Barrio Restinga Ali"
"02","644","010","01","Caril&oacute;"
"02","490","010","05","Turdera"
"07","042","040","01","Palpal&aacute;"
"02","749","010","02","Victoria"
"02","861","010","09","Villa Martelli"
"02","434","010","04","Monte Chingolo"
"02","058","010","07","Quilmes Oeste"
"21","113","020","02","Mariano Moreno"
"02","412","010","03","Tortuguitas"
"06","084","050","01","Cerrito"
"09","007","010","10","10a. Secci&oacute;n"
"17","021","030","14","Barrio Saavedra"
"02","441","030","20","Rufino de Elizalde"
"02","497","040","01","Villa Flandria Norte"
"04","147","350","01","Mi Valle"
"07","014","070","01","Barrio Tabacaleros"
"02","371","010","20","Villa Lynch"
"02","861","010","01","Carapachay"
"04","021","320","02","Villa Los Llanos"
"11","070","040","01","La Rinconada"
"06","015","060","04","Villa Adela"
"02","427","010","07","Lomas del Mirador"
"02","525","020","01","Barrios Lisandro de la Torre y Santa Marta"
"09","098","100","02","Ciudad de San Mart&iacute;n"
"08","119","010","08","Salicas"
"09","049","050","04","El Borboll&oacute;n"
"02","252","010","04","Ingeniero Maschwitz"
"08","028","020","02","Santa Clara"
"08","119","010","10","Shaqui"
"02","568","010","03","Haedo"
"09","056","110","02","Ingeniero Gustavo Andr&eacute;"
"02","035","010","03","Crucesita"
"15","014","020","02","Lastenia"
"04","133","190","03","El Valle"
"09","049","050","08","El Resguardo"
"02","638","040","09","Presidente Derqui"
"04","021","320","01","Ju&aacute;rez Celman"
"09","063","100","02","Perdriel"
"02","861","010","08","Villa Adelina"
"10","056","140","01","Barrio El Milagro"
"02","245","010","04","Punta Lara"
"02","427","010","06","La Tablada"
"02","490","010","03","Lomas de Zamora"
"03","105","120","02","La Ramadita"
"09","063","080","03","Valle del Sol"
"02","028","010","11","San Francisco Solano"
"02","638","040","15","Zelaya"
"02","763","040","01","La Emilia"
"02","515","010","08","Villa de Mayo"
"07","094","010","01","Colonia San Jos&eacute;"
"09","070","060","01","Coquimbito"
"02","441","030","07","Barrio Las Malvinas"
"02","805","010","02","Dique Luj&aacute;n"
"02","441","030","18","Manuel B. Gonnet"
"02","497","080","02","Open Door"
"02","098","010","13","Villa Zula"
"21","112","020","01","Covunco Centro"
"02","568","010","04","Mor&oacute;n"
"02","840","010","14","Villa Bosch (Est. Juan Mar&iacute;a Bosch)"
"03","091","140","02","La Puntilla"
"09","049","050","07","El Plumerillo"
"02","028","010","06","Jos&eacute; M&aacute;rmol"
"02","427","010","15","Virrey del Pino"
"02","260","010","04","Monte Grande"
"02","638","040","04","Los Cachorros"
"08","042","010","01","Anguin&aacute;n"
"13","063","030","01","Arroyo Leyes"
"11","021","010","02","Villa Pituil"
"17","021","030","10","Barrio Militar - Aeropuerto Militar"
"09","105","210","01","Cuadro Nacional"
"02","035","010","02","Avellaneda"
"04","147","190","01","Barrio Las Quintas"
"15","014","010","02","El Corte"
"17","077","020","01","Playa Uni&oacute;n"
"06","021","150","01","Estaci&oacute;n Pu&iacute;ggari"
"02","638","040","02","F&aacute;tima"
"15","014","060","03","Ex Ingenio Luj&aacute;n"
"17","021","030","07","Barrio G&uuml;emes"
"06","015","060","02","Concordia"
"10","028","020","01","Country Club El Tipal"
"02","427","010","01","Aldo Bonzi"
"09","007","010","12","12a. Secci&oacute;n"
"09","021","010","01","Ciudad"
"09","063","060","03","Las Carditas"
"02","434","010","01","Gerli"
"09","021","010","05","San Francisco del Monte"
"02","861","010","03","Florida Oeste"
"08","098","010","02","Bajo Jag&uuml;&eacute;"
"02","098","010","02","Barrio El Carmen (este)"
"02","441","030","08","Barrio Las Quintas"
"10","056","220","02","Misi&oacute;n El Siwok"
"02","560","010","04","Moreno"
"02","098","010","07","Villa Dolores"
"02","497","040","02","Villa Flandria Sur"
"02","441","030","25","Villa Garibaldi"
"09","063","100","01","Barrio ADINA I y II"
"11","077","010","03","Villa Krause"
"02","840","010","04","Ciudadela"
"07","014","010","03","Pila Pardo"
"09","063","060","02","El Salto"
"09","070","060","02","General Guti&eacute;rrez"
"02","058","010","06","Quilmes"
"02","420","020","02","Lucila del Mar"
"02","497","080","01","Country Club Las Praderas"
"15","063","020","02","El Manantial"
"02","217","010","01","Chascom&uacute;s"
"02","840","010","15","Villa Raffo"
"09","126","060","02","Villa Bast&iacute;as"
"15","014","020","01","Banda del R&iacute;o Sal&iacute;"
"02","441","030","23","Villa Elisa"
"02","515","010","03","Ingeniero Adolfo Sourdeaux"
"10","056","230","01","Campo Blanco"
"02","035","010","07","Sarand&iacute;"
"02","098","010","10","Villa Porte&ntilde;a"
"11","056","060","03","Pampa Vieja"
"02","638","040","13","Villa Astolfi"
"11","098","020","01","Alto de Sierra"
"03","112","040","07","Villa Dolores"
"02","098","010","09","Villa Nueva"
"02","840","010","13","Santos Lugares"
"09","063","100","03","Tres Esquinas"
"02","056","010","01","Bah&iacute;a Blanca"
"17","021","030","21","Km. 11 - Cuarteles"
"03","021","050","02","El Alamito"
"08","119","010","02","Amuschina"
"09","021","010","02","Gobernador Benegas"
"02","441","030","26","Villa Montoro"
"02","427","010","12","20 de Junio"
"15","028","030","02","Famaill&aacute;"
"04","014","020","02","La Floresta"
"02","441","030","10","El Retiro"
"02","515","010","02","Grand Bourg"
"02","371","010","05","Villa Ayacucho"
"11","070","050","02","Villa Nacusi"
"17","021","030","05","Barrio Ciudadela"
"02","098","010","06","Villa Arg&uuml;ello"
"02","252","010","05","Loma Verde"
"02","274","010","03","Florencio Varela"
"02","644","010","02","Ostende"
"02","260","010","03","Luis Guill&oacute;n"
"02","840","010","10","Pablo Podest&aacute;"
"22","042","330","03","Barrio Puente 83"
"06","008","090","02","El Colorado"
"04","021","310","03","Villa El Fachinal"
"11","042","010","01","Chimbas"
"02","270","010","04","Jos&eacute; Mar&iacute;a Ezeiza"
"02","760","010","03","Mu&ntilde;iz"
"09","084","070","01","Cuadro Ortega"
"09","007","010","04","4a. Secci&oacute;n"
"09","049","050","09","El Zapallar"
"03","021","060","02","Alto de las Juntas"
"03","112","040","03","Pozo del Mistol"
"06","008","090","01","El Brillante"
"07","112","080","02","Yavi"
"15","119","030","01","Ex Ingenio San Jos&eacute;"
"02","371","010","02","Billinghurst"
"02","410","010","02","Ituzaing&oacute; Sur"
"02","515","010","01","Area de Promoci&oacute;n El Tri&aacute;ngulo"
"08","119","010","04","Chaupihuasi"
"02","427","010","13","Villa  Eduardo Madero"
"11","007","020","03","Villa Ampacama"
"03","112","040","04","San Isidro"
"09","070","060","03","Luzuriaga"
"02","371","010","24","Villa Parque Presidente Figueroa Alcorta"
"02","266","060","03","Pav&oacute;n"
"02","371","010","06","Villa Ballester"
"02","091","010","07","Pereyra"
"02","412","010","01","Del Viso"
"02","427","010","14","Villa Luzuriaga"
"02","875","060","01","Country Los M&eacute;danos"
"02","490","010","06","Villa Centenario"
"04","147","360","01","Jos&eacute; de la Quintana"
"02","644","010","03","Pinamar"
"02","490","010","02","Llavallol"
"09","063","090","02","Chacras de Coria"
"02","539","010","02","Mariano Acosta"
"04","133","060","04","Quebracho Ladeado"
"12","056","100","01","Cerro Colorado"
"02","028","010","05","Glew"
"12","056","100","02","Cruz de Piedra"
"02","420","040","01","Mar del Tuy&uacute;"
"02","434","010","02","Lan&uacute;s Este"
"02","028","010","12","San Jos&eacute;"
"02","441","030","15","La Plata"
"11","070","050","01","Villa Barboza"
"02","408","010","03","William C. Morris"
"03","091","070","02","San Jos&eacute; Banda"
"04","133","060","03","Loma Bola"
"02","539","010","04","Pontevedra"
"12","056","100","04","Las Chacras"
"02","371","010","11","Villa General Eugenio Necochea"
"02","371","010","04","Ciudad Jard&iacute;n El Libertador"
"02","420","020","04","Mar de Aj&oacute; Norte"
"02","840","010","12","Sa&eacute;nz Pe&ntilde;a"
"02","441","030","04","Arturo Segui"
"02","427","010","05","Isidro Casanova"
"15","028","030","01","Ex Ingenio Nueva Baviera"
"02","756","010","02","B&eacute;ccar"
"02","518","060","03","Frente Mar"
"02","274","010","01","Bosques"
"09","063","090","06","Vistalba"
"02","515","010","07","Tortuguitas"
"02","833","020","02","Dunamar"
"02","371","010","27","Villa Yapey&uacute;"
"02","560","010","05","Paso del Rey"
"02","518","060","01","Atl&aacute;ntida"
"15","119","030","02","Yerba Buena - Marcos Paz"
"03","063","040","06","San Jos&eacute;"
"02","260","010","01","Canning"
"02","515","010","04","Ingeniero Pablo Nogu&eacute;s"
"03","105","050","01","Copacabana"
"02","028","010","04","Don Orione"
"09","105","060","01","Barrio Echeverr&iacute;a"
"02","274","010","09","Villa Vatteone"
"06","021","080","01","Diamante"
"17","021","030","20","Km. 8 - Don Bosco"
"02","805","010","08","Ricardo Rojas"
"08","119","010","01","Alpasinche"
"17","021","030","16","Barrio 25 de Mayo"
"02","441","030","03","Arana"
"02","058","010","04","Ezpeleta"
"09","063","090","05","Mayor Drummond"
"10","028","030","01","Barrio San Rafael"
"04","133","190","04","Las Chacras"
"02","091","010","03","Carlos Tom&aacute;s Sourigues"
"02","252","010","03","Gar&iacute;n"
"02","091","010","06","Juan Mar&iacute;a Guti&eacute;rrez"
"09","098","100","01","Palmira"
"09","028","020","09","Nueva Ciudad"
"02","560","010","06","Trujui"
"03","021","050","01","Buena Vista"
"02","371","010","16","Villa Gregoria Matorras"
"02","568","010","02","El Palomar"
"04","133","190","05","Villa de las Rosas"
"08","119","010","03","Andolucas"
"02","091","010","02","Berazategui Oeste"
"03","091","030","02","Lampacito"
"17","021","030","02","Barrio Caleta C&oacute;rdova"
"02","861","010","07","Vicente L&oacute;pez"
"08","119","010","09","San Blas"
"11","007","020","02","La Ca&ntilde;ada"
"09","028","020","12","San Francisco del Monte"
"04","007","210","02","Santa Rosa de Calamuchita"
"02","274","010","04","Gobernador Julio A. Costa"
"04","021","090","02","Country San Isidro"
"02","091","010","10","Villa Espa&ntilde;a"
"02","098","010","05","Los Talas"
"02","266","060","01","El Remanso"
"02","371","010","01","Barrio Parque General San Mart&iacute;n"
"09","049","050","05","El Challao"
"02","371","010","08","Villa Chacabuco"
"04","021","090","01","Country Chacras de la Villa"
"02","357","110","04","Punta Mogotes"
"02","371","010","23","Villa Marqu&eacute;s Alejandro Mar&iacute;a de Aguado"
"02","525","020","02","Marcos Paz"
"02","058","010","09","Villa La Florida"
"09","049","050","11","Panquehua"
"09","007","010","02","2a. Secci&oacute;n"
"02","134","050","02","M&aacute;ximo Paz"
"02","756","010","05","San Isidro"
"08","028","050","02","Villa Uni&oacute;n"
"09","028","020","01","Bermejo"
"17","021","030","08","Barrio Laprida"
"09","007","010","07","7a. Secci&oacute;n"
"15","014","080","01","Ingenio La Florida"
"02","245","010","03","Isla Santiago (oeste)"
"02","441","030","06","Barrio Gambier"
"07","014","010","01","Aguas Calientes"
"02","518","050","03","Mar de Cobo"
"02","058","010","05","Ezpeleta Oeste"
"02","357","110","03","Mar del Plata"
"17","021","030","01","Acceso Norte"
"02","638","040","11","Santa Teresa"
"02","560","010","03","La Reja"
"02","098","010","08","Villa Independencia"
"02","420","020","03","Mar de Aj&oacute;"
"10","056","220","03","Misi&oacute;n La Mora"
"07","021","070","01","Los Nogales"
"02","371","010","07","Villa Bernardo Monteagudo"
"08","007","010","03","San Antonio"
"02","058","010","08","San Francisco Solano"
"08","028","020","01","Guandacol"
"15","077","010","01","Aguilares"
"06","015","060","01","Benito Leger&eacute;n"
"10","056","220","05","Misi&oacute;n Lapacho II"
"13","063","030","02","Rinc&oacute;n Norte"
"02","427","010","03","Gonz&aacute;lez Cat&aacute;n"
"11","056","060","01","El Fiscal"
"17","021","030","19","Km. 5 - Presidente Ortiz"
"03","063","040","02","La Carrera"
"02","638","040","07","Maquinista F. Savio Oeste"
"10","028","030","02","La Ci&eacute;naga"
"02","638","040","03","La Lonja"
"02","644","010","04","Valeria del Mar"
"02","315","010","01","Barrio Kennedy"
"09","126","060","01","Tupungato"
"02","539","010","05","San Antonio de Padua"
"08","007","010","01","Aimogasta"
"08","042","010","02","Chilecito"
"02","371","010","19","Villa Libertad"
"02","252","010","06","Matheu"
"02","427","010","08","Rafael Castillo"
"09","028","020","07","Jes&uacute;s Nazareno"
"02","091","010","01","Berazategui"
"02","638","040","12","Tortuguitas"
"04","147","320","01","Villa del Prado"
"02","756","010","03","Boulogne Sur Mer"
"02","441","030","09","City Bell"
"10","056","220","06","Tartagal"
"17","021","030","03","Barrio Caleta Olivares"
"02","518","060","02","Camet Norte"
"02","260","010","05","9 de Abril"
"03","021","060","03","El Lindero"
"11","126","030","01","La Chimbera"
"09","063","080","02","Piedras Blancas"
"02","371","010","17","Villa Jos&eacute; Le&oacute;n Su&aacute;rez"
"09","021","010","03","Las Tortugas"
"17","021","030","04","Barrio Castelli"
"02","035","010","04","Dock Sud"
"02","252","010","07","Maquinista F. Savio Este"
"02","260","010","06","Zona Aeropuerto Internacional Ezeiza"
"08","119","010","06","Las Talas"
"02","134","050","01","Barrio Belgrano"
"02","763","040","03","Villa Canto"
"06","008","090","03","San Jos&eacute;"
"08","028","050","01","Banda Florida"
"02","638","040","08","Pilar"
"17","021","030","22","Km. 3 - General Mosconi"
"08","119","010","11","Suriyaco"
"02","581","040","01","Necochea"
"02","420","020","01","Aguas Verdes"
"02","840","010","05","El Libertador"
"04","147","350","02","Villa Parque Santa Ana"
"02","266","060","02","Parada Robles"
"02","091","010","05","Guillermo Enrique Hudson"
"02","756","010","06","Villa Adelina"
"15","014","060","01","El Para&iacute;so"
"22","042","330","01","Barrio El Treinta"
